area,relative_size,predicted_iou,stability_score,bbox_w,bbox_h,aspect_ratio,image,size_bin
3397,0.0015726851851851852,0.953125,0.967807412147522,73.0,46.0,1.5869565217391304,truck,"Small
(0.1-1%)"
21182,0.009806481481481482,0.953125,0.9523237943649292,197.0,127.0,1.5511811023622046,truck,"Small
(0.1-1%)"
2336,0.0010814814814814814,0.953125,0.973372757434845,88.0,35.0,2.5142857142857142,truck,"Small
(0.1-1%)"
849,0.00039305555555555556,0.94921875,0.9358108043670654,32.0,29.0,1.103448275862069,truck,"Tiny
(<0.1%)"
846,0.0003916666666666667,0.94921875,0.9638694524765015,29.0,30.0,0.9666666666666667,truck,"Tiny
(<0.1%)"
2606,0.0012064814814814816,0.94921875,0.9547832608222961,47.0,66.0,0.7121212121212122,truck,"Small
(0.1-1%)"
6666,0.003086111111111111,0.94921875,0.9573313593864441,177.0,53.0,3.339622641509434,truck,"Small
(0.1-1%)"
6667,0.003086574074074074,0.9453125,0.946945309638977,165.0,62.0,2.661290322580645,truck,"Small
(0.1-1%)"
1947,0.0009013888888888889,0.9453125,0.9731509685516357,79.0,28.0,2.8214285714285716,truck,"Tiny
(<0.1%)"
893,0.0004134259259259259,0.94140625,0.9800664186477661,45.0,31.0,1.4516129032258065,truck,"Tiny
(<0.1%)"
928,0.00042962962962962963,0.9375,0.9536842107772827,32.0,30.0,1.0666666666666667,truck,"Tiny
(<0.1%)"
5633,0.00260787037037037,0.9375,0.9352789521217346,251.0,64.0,3.921875,truck,"Small
(0.1-1%)"
3233,0.0014967592592592593,0.93359375,0.9403119087219238,62.0,97.0,0.6391752577319587,truck,"Small
(0.1-1%)"
7839,0.003629166666666667,0.93359375,0.9332677721977234,173.0,118.0,1.4661016949152543,truck,"Small
(0.1-1%)"
1717,0.0007949074074074074,0.93359375,0.9472489953041077,46.0,43.0,1.069767441860465,truck,"Tiny
(<0.1%)"
3879,0.0017958333333333333,0.9296875,0.9415454268455505,53.0,149.0,0.35570469798657717,truck,"Small
(0.1-1%)"
2480,0.0011481481481481481,0.9296875,0.9452054500579834,81.0,40.0,2.025,truck,"Small
(0.1-1%)"
941,0.00043564814814814817,0.9296875,0.9525772929191589,59.0,21.0,2.8095238095238093,truck,"Tiny
(<0.1%)"
1144,0.0005296296296296297,0.92578125,0.9749784469604492,71.0,16.0,4.4375,truck,"Tiny
(<0.1%)"
4228,0.0019574074074074073,0.92578125,0.9290088415145874,87.0,148.0,0.5878378378378378,truck,"Small
(0.1-1%)"
3252,0.0015055555555555556,0.92578125,0.9370149374008179,39.0,97.0,0.4020618556701031,truck,"Small
(0.1-1%)"
7011,0.003245833333333333,0.92578125,0.9229919910430908,62.0,149.0,0.4161073825503356,truck,"Small
(0.1-1%)"
1022,0.00047314814814814816,0.92578125,0.9316887855529785,34.0,36.0,0.9444444444444444,truck,"Tiny
(<0.1%)"
870,0.0004027777777777778,0.921875,0.9638826251029968,33.0,29.0,1.1379310344827587,truck,"Tiny
(<0.1%)"
690,0.00031944444444444446,0.921875,0.9405099153518677,28.0,28.0,1.0,truck,"Tiny
(<0.1%)"
975,0.00045138888888888887,0.91796875,0.935451865196228,34.0,30.0,1.1333333333333333,truck,"Tiny
(<0.1%)"
331,0.00015324074074074074,0.91796875,0.967164158821106,24.0,19.0,1.263157894736842,truck,"Tiny
(<0.1%)"
2540,0.001175925925925926,0.91796875,0.9371668100357056,61.0,113.0,0.5398230088495575,truck,"Small
(0.1-1%)"
1043,0.0004828703703703704,0.91796875,0.9310027360916138,35.0,36.0,0.9722222222222222,truck,"Tiny
(<0.1%)"
910,0.0004212962962962963,0.9140625,0.9580193758010864,33.0,29.0,1.1379310344827587,truck,"Tiny
(<0.1%)"
2367,0.0010958333333333334,0.9140625,0.9516728520393372,75.0,40.0,1.875,truck,"Small
(0.1-1%)"
866,0.00040092592592592594,0.91015625,0.953125,80.0,13.0,6.153846153846154,truck,"Tiny
(<0.1%)"
861,0.0003986111111111111,0.90234375,0.9602724313735962,32.0,28.0,1.1428571428571428,truck,"Tiny
(<0.1%)"
5567,0.002577314814814815,0.90234375,0.9330674409866333,183.0,33.0,5.545454545454546,truck,"Small
(0.1-1%)"
258,0.00011944444444444444,0.90234375,0.9210526347160339,21.0,13.0,1.6153846153846154,truck,"Tiny
(<0.1%)"
2229,0.0010319444444444445,0.90234375,0.9317391514778137,59.0,58.0,1.0172413793103448,truck,"Small
(0.1-1%)"
3125,0.0014467592592592592,0.90234375,0.9201849102973938,109.0,38.0,2.8684210526315788,truck,"Small
(0.1-1%)"
921,0.0004263888888888889,0.8984375,0.9470338821411133,34.0,29.0,1.1724137931034482,truck,"Tiny
(<0.1%)"
725,0.0003356481481481481,0.89453125,0.9410977363586426,34.0,29.0,1.1724137931034482,truck,"Tiny
(<0.1%)"
7323,0.0033902777777777776,0.89453125,0.9248616099357605,167.0,81.0,2.0617283950617282,truck,"Small
(0.1-1%)"
844,0.00039074074074074076,0.890625,0.9490740895271301,30.0,30.0,1.0,truck,"Tiny
(<0.1%)"
41405,0.01916898148148148,0.890625,0.924323558807373,373.0,224.0,1.6651785714285714,truck,"Medium
(1-10%)"
146,6.759259259259259e-05,0.88671875,0.9210526347160339,17.0,9.0,1.8888888888888888,truck,"Tiny
(<0.1%)"
17549,0.008124537037037038,0.87890625,0.9291286468505859,147.0,190.0,0.7736842105263158,truck,"Small
(0.1-1%)"
1878,0.0008694444444444445,0.87109375,0.9287925958633423,64.0,33.0,1.9393939393939394,truck,"Tiny
(<0.1%)"
422,0.00019537037037037038,0.8046875,0.9213483333587646,12.0,41.0,0.2926829268292683,truck,"Tiny
(<0.1%)"
916,0.00042407407407407406,0.796875,0.929695725440979,33.0,30.0,1.1,truck,"Tiny
(<0.1%)"
464183,0.13753570370370372,0.99609375,0.9834750294685364,1515.0,548.0,2.7645985401459856,cars,"Large
(>10%)"
182273,0.05400681481481481,0.9921875,0.9785154461860657,583.0,361.0,1.6149584487534625,cars,"Medium
(1-10%)"
182382,0.054039111111111114,0.9921875,0.978259801864624,883.0,361.0,2.445983379501385,cars,"Medium
(1-10%)"
47106,0.013957333333333334,0.9921875,0.9741955995559692,279.0,207.0,1.3478260869565217,cars,"Medium
(1-10%)"
911743,0.2701460740740741,0.98828125,0.946609616279602,2249.0,684.0,3.288011695906433,cars,"Large
(>10%)"
47002,0.013926518518518519,0.98828125,0.9800530672073364,344.0,299.0,1.1505016722408026,cars,"Medium
(1-10%)"
47830,0.014171851851851852,0.98828125,0.9778833985328674,415.0,477.0,0.870020964360587,cars,"Medium
(1-10%)"
25841,0.0076565925925925924,0.984375,0.9704816937446594,101.0,320.0,0.315625,cars,"Small
(0.1-1%)"
17680,0.005238518518518518,0.984375,0.984138548374176,141.0,131.0,1.0763358778625953,cars,"Small
(0.1-1%)"
16950,0.005022222222222222,0.98046875,0.9791070818901062,266.0,93.0,2.860215053763441,cars,"Small
(0.1-1%)"
5991,0.0017751111111111112,0.9765625,0.9738744497299194,99.0,66.0,1.5,cars,"Small
(0.1-1%)"
70277,0.020822814814814815,0.9765625,0.960579514503479,619.0,206.0,3.004854368932039,cars,"Medium
(1-10%)"
415743,0.1231831111111111,0.9765625,0.9392662644386292,1088.0,550.0,1.9781818181818183,cars,"Large
(>10%)"
32356,0.009586962962962964,0.9765625,0.9674643278121948,204.0,202.0,1.00990099009901,cars,"Small
(0.1-1%)"
9521,0.002821037037037037,0.9765625,0.9550307989120483,104.0,108.0,0.9629629629629629,cars,"Small
(0.1-1%)"
65282,0.019342814814814816,0.9765625,0.9229797124862671,328.0,468.0,0.7008547008547008,cars,"Medium
(1-10%)"
62240,0.018441481481481482,0.9765625,0.9501535296440125,1555.0,516.0,3.0135658914728682,cars,"Medium
(1-10%)"
109898,0.03256237037037037,0.9765625,0.9407515525817871,924.0,184.0,5.021739130434782,cars,"Medium
(1-10%)"
12170,0.003605925925925926,0.97265625,0.9630315899848938,193.0,67.0,2.8805970149253732,cars,"Small
(0.1-1%)"
8454,0.002504888888888889,0.97265625,0.972537100315094,179.0,50.0,3.58,cars,"Small
(0.1-1%)"
3282,0.0009724444444444444,0.96875,0.9630292057991028,98.0,38.0,2.5789473684210527,cars,"Tiny
(<0.1%)"
6884,0.0020397037037037037,0.96875,0.9698795080184937,189.0,39.0,4.846153846153846,cars,"Small
(0.1-1%)"
12448,0.0036882962962962963,0.96875,0.9503840804100037,196.0,67.0,2.925373134328358,cars,"Small
(0.1-1%)"
11842,0.0035087407407407407,0.96875,0.9583916664123535,192.0,69.0,2.782608695652174,cars,"Small
(0.1-1%)"
54131,0.016038814814814815,0.96875,0.9521491527557373,502.0,135.0,3.7185185185185183,cars,"Medium
(1-10%)"
12487,0.0036998518518518517,0.96875,0.9612623453140259,185.0,68.0,2.7205882352941178,cars,"Small
(0.1-1%)"
10212,0.003025777777777778,0.96875,0.9616159796714783,109.0,110.0,0.990909090909091,cars,"Small
(0.1-1%)"
6484,0.0019211851851851853,0.96875,0.9702444076538086,89.0,130.0,0.6846153846153846,cars,"Small
(0.1-1%)"
23678,0.007015703703703704,0.96875,0.9563851356506348,163.0,245.0,0.6653061224489796,cars,"Small
(0.1-1%)"
5665,0.0016785185185185184,0.96484375,0.9689182043075562,163.0,38.0,4.2894736842105265,cars,"Small
(0.1-1%)"
6036,0.0017884444444444445,0.96484375,0.9659720063209534,99.0,66.0,1.5,cars,"Small
(0.1-1%)"
12741,0.003775111111111111,0.96484375,0.9403415322303772,225.0,67.0,3.3582089552238807,cars,"Small
(0.1-1%)"
23592,0.006990222222222222,0.96484375,0.9574291706085205,180.0,197.0,0.9137055837563451,cars,"Small
(0.1-1%)"
8270,0.0024503703703703705,0.96484375,0.9693938493728638,126.0,70.0,1.8,cars,"Small
(0.1-1%)"
12774,0.003784888888888889,0.96484375,0.9724074006080627,102.0,128.0,0.796875,cars,"Small
(0.1-1%)"
78958,0.023394962962962965,0.9609375,0.9343352913856506,401.0,428.0,0.9369158878504673,cars,"Medium
(1-10%)"
7801,0.0023114074074074074,0.9609375,0.9520958065986633,164.0,66.0,2.484848484848485,cars,"Small
(0.1-1%)"
39970,0.011842962962962963,0.9609375,0.9368242621421814,348.0,141.0,2.4680851063829787,cars,"Medium
(1-10%)"
12960,0.00384,0.9609375,0.9400134682655334,561.0,47.0,11.936170212765957,cars,"Small
(0.1-1%)"
3520,0.001042962962962963,0.9609375,0.9412251710891724,53.0,93.0,0.5698924731182796,cars,"Small
(0.1-1%)"
1668,0.0004942222222222222,0.95703125,0.9508875608444214,26.0,65.0,0.4,cars,"Tiny
(<0.1%)"
1989,0.0005893333333333333,0.95703125,0.9505628943443298,74.0,31.0,2.3870967741935485,cars,"Tiny
(<0.1%)"
7723,0.002288296296296296,0.95703125,0.9547465443611145,136.0,80.0,1.7,cars,"Small
(0.1-1%)"
7548,0.0022364444444444445,0.953125,0.9671895503997803,487.0,39.0,12.487179487179487,cars,"Small
(0.1-1%)"
5994,0.001776,0.953125,0.9571452140808105,99.0,68.0,1.4558823529411764,cars,"Small
(0.1-1%)"
48725,0.014437037037037036,0.953125,0.9308233261108398,279.0,374.0,0.7459893048128342,cars,"Medium
(1-10%)"
1710,0.0005066666666666667,0.94921875,0.9379976987838745,27.0,64.0,0.421875,cars,"Tiny
(<0.1%)"
12023,0.0035623703703703703,0.94921875,0.9445255398750305,194.0,66.0,2.9393939393939394,cars,"Small
(0.1-1%)"
3410,0.0010103703703703705,0.94921875,0.9674257636070251,49.0,87.0,0.5632183908045977,cars,"Small
(0.1-1%)"
9447,0.002799111111111111,0.94921875,0.9484599828720093,301.0,45.0,6.688888888888889,cars,"Small
(0.1-1%)"
6101,0.0018077037037037037,0.94921875,0.9456573724746704,306.0,27.0,11.333333333333334,cars,"Small
(0.1-1%)"
3393,0.0010053333333333333,0.94921875,0.9716106653213501,163.0,26.0,6.269230769230769,cars,"Small
(0.1-1%)"
7757,0.0022983703703703703,0.94921875,0.9557097554206848,232.0,161.0,1.4409937888198758,cars,"Small
(0.1-1%)"
1371,0.0004062222222222222,0.9453125,0.9747656583786011,42.0,44.0,0.9545454545454546,cars,"Tiny
(<0.1%)"
3213,0.000952,0.9453125,0.9544211626052856,70.0,64.0,1.09375,cars,"Tiny
(<0.1%)"
1816,0.0005380740740740741,0.94140625,0.9528149962425232,28.0,64.0,0.4375,cars,"Tiny
(<0.1%)"
1252,0.00037096296296296297,0.94140625,0.9514106512069702,27.0,47.0,0.574468085106383,cars,"Tiny
(<0.1%)"
2607,0.0007724444444444444,0.94140625,0.9558548331260681,40.0,65.0,0.6153846153846154,cars,"Tiny
(<0.1%)"
1439,0.00042637037037037036,0.94140625,0.9532836675643921,50.0,50.0,1.0,cars,"Tiny
(<0.1%)"
14010,0.0041511111111111115,0.94140625,0.9390403628349304,173.0,131.0,1.3206106870229009,cars,"Small
(0.1-1%)"
29594,0.008768592592592593,0.94140625,0.9252695441246033,296.0,125.0,2.368,cars,"Small
(0.1-1%)"
1054,0.0003122962962962963,0.94140625,0.9664804339408875,37.0,36.0,1.0277777777777777,cars,"Tiny
(<0.1%)"
2596,0.0007691851851851851,0.9375,0.9533834457397461,42.0,64.0,0.65625,cars,"Tiny
(<0.1%)"
4511,0.0013365925925925926,0.9375,0.9373379349708557,116.0,66.0,1.7575757575757576,cars,"Small
(0.1-1%)"
11152,0.0033042962962962965,0.9375,0.9235579967498779,190.0,67.0,2.8358208955223883,cars,"Small
(0.1-1%)"
2396,0.0007099259259259259,0.9375,0.9427294731140137,38.0,64.0,0.59375,cars,"Tiny
(<0.1%)"
1994,0.0005908148148148148,0.9375,0.9559255838394165,61.0,36.0,1.6944444444444444,cars,"Tiny
(<0.1%)"
4038,0.0011964444444444444,0.9375,0.9617248177528381,73.0,69.0,1.0579710144927537,cars,"Small
(0.1-1%)"
4806,0.001424,0.9375,0.9397905468940735,179.0,32.0,5.59375,cars,"Small
(0.1-1%)"
2957,0.0008761481481481481,0.93359375,0.9634429812431335,46.0,81.0,0.5679012345679012,cars,"Tiny
(<0.1%)"
1454,0.0004308148148148148,0.93359375,0.9452238082885742,29.0,51.0,0.5686274509803921,cars,"Tiny
(<0.1%)"
19390,0.005745185185185185,0.93359375,0.9326788783073425,101.0,254.0,0.39763779527559057,cars,"Small
(0.1-1%)"
2485,0.0007362962962962963,0.93359375,0.9475333094596863,99.0,31.0,3.193548387096774,cars,"Tiny
(<0.1%)"
1073,0.00031792592592592593,0.9296875,0.946314811706543,29.0,37.0,0.7837837837837838,cars,"Tiny
(<0.1%)"
5577,0.0016524444444444444,0.9296875,0.946540892124176,95.0,127.0,0.7480314960629921,cars,"Small
(0.1-1%)"
865,0.0002562962962962963,0.9296875,0.9692832827568054,35.0,27.0,1.2962962962962963,cars,"Tiny
(<0.1%)"
633,0.00018755555555555555,0.9296875,0.9364340901374817,28.0,23.0,1.2173913043478262,cars,"Tiny
(<0.1%)"
5768,0.0017090370370370371,0.9296875,0.9415224194526672,87.0,84.0,1.0357142857142858,cars,"Small
(0.1-1%)"
2392,0.0007087407407407408,0.9296875,0.9439672827720642,166.0,17.0,9.764705882352942,cars,"Tiny
(<0.1%)"
2191,0.0006491851851851852,0.9296875,0.9601967930793762,64.0,48.0,1.3333333333333333,cars,"Tiny
(<0.1%)"
1396,0.0004136296296296296,0.9296875,0.9566433429718018,42.0,40.0,1.05,cars,"Tiny
(<0.1%)"
742,0.00021985185185185185,0.92578125,0.9746666550636292,32.0,24.0,1.3333333333333333,cars,"Tiny
(<0.1%)"
1910,0.0005659259259259259,0.92578125,0.9292828440666199,25.0,83.0,0.30120481927710846,cars,"Tiny
(<0.1%)"
12849,0.003807111111111111,0.92578125,0.9388301968574524,102.0,237.0,0.43037974683544306,cars,"Small
(0.1-1%)"
1379,0.0004085925925925926,0.92578125,0.9554139971733093,43.0,41.0,1.048780487804878,cars,"Tiny
(<0.1%)"
1602,0.0004746666666666667,0.921875,0.9343373775482178,66.0,37.0,1.7837837837837838,cars,"Tiny
(<0.1%)"
1679,0.0004974814814814815,0.921875,0.9485380053520203,28.0,63.0,0.4444444444444444,cars,"Tiny
(<0.1%)"
2220,0.0006577777777777777,0.921875,0.9458041787147522,130.0,24.0,5.416666666666667,cars,"Tiny
(<0.1%)"
17147,0.005080592592592592,0.921875,0.9278894662857056,191.0,138.0,1.3840579710144927,cars,"Small
(0.1-1%)"
3209,0.0009508148148148148,0.921875,0.9375375509262085,131.0,28.0,4.678571428571429,cars,"Tiny
(<0.1%)"
15520,0.004598518518518518,0.921875,0.9293174147605896,290.0,69.0,4.202898550724638,cars,"Small
(0.1-1%)"
1100,0.0003259259259259259,0.91796875,0.9244288206100464,42.0,29.0,1.4482758620689655,cars,"Tiny
(<0.1%)"
1046,0.00030992592592592595,0.91796875,0.9228650331497192,44.0,27.0,1.6296296296296295,cars,"Tiny
(<0.1%)"
783,0.000232,0.91796875,0.9283065795898438,37.0,22.0,1.6818181818181819,cars,"Tiny
(<0.1%)"
1908,0.0005653333333333334,0.91796875,0.949047863483429,34.0,65.0,0.5230769230769231,cars,"Tiny
(<0.1%)"
2949,0.0008737777777777778,0.91796875,0.9292929172515869,201.0,47.0,4.276595744680851,cars,"Tiny
(<0.1%)"
3821,0.0011321481481481482,0.91796875,0.9274193644523621,58.0,115.0,0.5043478260869565,cars,"Small
(0.1-1%)"
3004,0.000890074074074074,0.91796875,0.9251918196678162,101.0,55.0,1.8363636363636364,cars,"Tiny
(<0.1%)"
1871,0.0005543703703703703,0.91796875,0.9372105002403259,42.0,47.0,0.8936170212765957,cars,"Tiny
(<0.1%)"
6669,0.001976,0.91796875,0.9397379755973816,90.0,90.0,1.0,cars,"Small
(0.1-1%)"
3346,0.0009914074074074074,0.91796875,0.9255258440971375,289.0,26.0,11.115384615384615,cars,"Tiny
(<0.1%)"
589,0.0001745185185185185,0.9140625,0.9487603306770325,27.0,23.0,1.173913043478261,cars,"Tiny
(<0.1%)"
766,0.00022696296296296296,0.9140625,0.954081654548645,34.0,27.0,1.2592592592592593,cars,"Tiny
(<0.1%)"
2255,0.0006681481481481482,0.9140625,0.9219346642494202,100.0,43.0,2.3255813953488373,cars,"Tiny
(<0.1%)"
11779,0.0034900740740740743,0.91015625,0.9311190843582153,279.0,66.0,4.2272727272727275,cars,"Small
(0.1-1%)"
12721,0.0037691851851851853,0.91015625,0.9225103259086609,393.0,67.0,5.865671641791045,cars,"Small
(0.1-1%)"
2613,0.0007742222222222223,0.91015625,0.9451648592948914,42.0,62.0,0.6774193548387096,cars,"Tiny
(<0.1%)"
1332,0.00039466666666666665,0.91015625,0.9542772769927979,59.0,52.0,1.1346153846153846,cars,"Tiny
(<0.1%)"
2472,0.0007324444444444444,0.90625,0.9462875127792358,41.0,62.0,0.6612903225806451,cars,"Tiny
(<0.1%)"
1796,0.0005321481481481481,0.90625,0.9314040541648865,29.0,63.0,0.4603174603174603,cars,"Tiny
(<0.1%)"
2565,0.00076,0.90625,0.9413110017776489,40.0,64.0,0.625,cars,"Tiny
(<0.1%)"
1803,0.0005342222222222222,0.90625,0.9384697675704956,28.0,63.0,0.4444444444444444,cars,"Tiny
(<0.1%)"
1264,0.0003745185185185185,0.90625,0.9448698163032532,40.0,42.0,0.9523809523809523,cars,"Tiny
(<0.1%)"
840,0.0002488888888888889,0.90234375,0.9467592835426331,36.0,26.0,1.3846153846153846,cars,"Tiny
(<0.1%)"
619,0.0001834074074074074,0.90234375,0.9360374212265015,51.0,19.0,2.6842105263157894,cars,"Tiny
(<0.1%)"
15497,0.004591703703703704,0.90234375,0.9220189452171326,100.0,367.0,0.2724795640326976,cars,"Small
(0.1-1%)"
2552,0.0007561481481481482,0.90234375,0.9257724285125732,519.0,31.0,16.741935483870968,cars,"Tiny
(<0.1%)"
587,0.00017392592592592592,0.90234375,0.9402984976768494,22.0,30.0,0.7333333333333333,cars,"Tiny
(<0.1%)"
1329,0.0003937777777777778,0.890625,0.9380403161048889,30.0,47.0,0.6382978723404256,cars,"Tiny
(<0.1%)"
2209,0.0006545185185185185,0.890625,0.9201735258102417,44.0,62.0,0.7096774193548387,cars,"Tiny
(<0.1%)"
34028,0.01008237037037037,0.890625,0.9274596571922302,144.0,370.0,0.3891891891891892,cars,"Medium
(1-10%)"
1671,0.0004951111111111111,0.88671875,0.923743486404419,80.0,38.0,2.1052631578947367,cars,"Tiny
(<0.1%)"
974,0.00028859259259259257,0.88671875,0.9676767587661743,37.0,29.0,1.2758620689655173,cars,"Tiny
(<0.1%)"
1663,0.0004927407407407407,0.87890625,0.923297107219696,78.0,38.0,2.0526315789473686,cars,"Tiny
(<0.1%)"
6045,0.0017911111111111112,0.875,0.9209648966789246,171.0,45.0,3.8,cars,"Small
(0.1-1%)"
1940,0.0005748148148148148,0.87109375,0.9327309131622314,32.0,66.0,0.48484848484848486,cars,"Tiny
(<0.1%)"
522,0.00015466666666666667,0.859375,0.9280442595481873,27.0,22.0,1.2272727272727273,cars,"Tiny
(<0.1%)"
350455,0.10383851851851852,0.8515625,0.9316003322601318,730.0,668.0,1.092814371257485,cars,"Large
(>10%)"
275,8.148148148148148e-05,0.84765625,0.9263157844543457,15.0,22.0,0.6818181818181818,cars,"Tiny
(<0.1%)"
788,0.00023348148148148148,0.84765625,0.9277845621109009,27.0,31.0,0.8709677419354839,cars,"Tiny
(<0.1%)"
1023,0.0003031111111111111,0.83984375,0.9222118258476257,156.0,21.0,7.428571428571429,cars,"Tiny
(<0.1%)"
1060,0.0003140740740740741,0.82421875,0.9438822269439697,27.0,39.0,0.6923076923076923,cars,"Tiny
(<0.1%)"
1217,0.0003605925925925926,0.8046875,0.9415532350540161,32.0,39.0,0.8205128205128205,cars,"Tiny
(<0.1%)"
2006,0.0005943703703703703,0.79296875,0.9218600392341614,44.0,50.0,0.88,cars,"Tiny
(<0.1%)"
